card_id,play_requirement,value
CS2_188,REQ_MINION_TARGET,0
CS2_038,REQ_TARGET_TO_PLAY,0
CS2_038,REQ_MINION_TARGET,0
XXX_059,REQ_TARGET_TO_PLAY,0
XXX_059,REQ_HERO_TARGET,0
EX1_371,REQ_TARGET_TO_PLAY,0
EX1_371,REQ_MINION_TARGET,0
LOEA16_10,REQ_TARGET_TO_PLAY,0
LOEA16_10,REQ_MINION_TARGET,0
EX1_155a,REQ_TARGET_TO_PLAY,0
EX1_155a,REQ_MINION_TARGET,0
CFM_608,REQ_TARGET_TO_PLAY,0
CFM_608,REQ_MINION_TARGET,0
XXX_060,REQ_TARGET_TO_PLAY,0
CS2_101_H1_AT_132,REQ_NUM_MINION_SLOTS,1
EX1_154b,REQ_TARGET_TO_PLAY,0
EX1_154b,REQ_MINION_TARGET,0
XXX_051,REQ_TARGET_TO_PLAY,0
XXX_043,REQ_TARGET_TO_PLAY,0
XXX_043,REQ_HERO_TARGET,0
CS2_117,REQ_TARGET_IF_AVAILABLE,0
EX1_603,REQ_TARGET_IF_AVAILABLE,0
EX1_603,REQ_NONSELF_TARGET,0
EX1_603,REQ_MINION_TARGET,0
BRMA09_5,REQ_NUM_MINION_SLOTS,1
EX1_382,REQ_TARGET_IF_AVAILABLE,0
EX1_382,REQ_MINION_TARGET,0
EX1_382,REQ_ENEMY_TARGET,0
EX1_581,REQ_TARGET_TO_PLAY,0
EX1_581,REQ_MINION_TARGET,0
EX1_581,REQ_ENEMY_TARGET,0
AT_013,REQ_TARGET_TO_PLAY,0
AT_013,REQ_MINION_TARGET,0
BRMA02_2,REQ_NUM_MINION_SLOTS,1
LOEA02_10c,REQ_NUM_MINION_SLOTS,1
GVG_050,REQ_MINIMUM_TOTAL_MINIONS,1
XXX_103,REQ_TARGET_TO_PLAY,0
XXX_009,REQ_TARGET_TO_PLAY,0
XXX_009,REQ_MINION_TARGET,0
EX1_316,REQ_FRIENDLY_TARGET,0
EX1_316,REQ_TARGET_TO_PLAY,0
EX1_316,REQ_MINION_TARGET,0
BRMA09_6,REQ_LEGENDARY_TARGET,0
BRMA09_6,REQ_TARGET_TO_PLAY,0
BRMA09_6,REQ_MINION_TARGET,0
EX1_160a,REQ_NUM_MINION_SLOTS,1
EX1_246,REQ_TARGET_TO_PLAY,0
EX1_246,REQ_MINION_TARGET,0
EX1_166a,REQ_TARGET_TO_PLAY,0
EX1_166b,REQ_TARGET_TO_PLAY,0
EX1_166b,REQ_MINION_TARGET,0
CS2_049_H1_AT_132,REQ_NUM_MINION_SLOTS,1
EX1_564,REQ_TARGET_IF_AVAILABLE,0
EX1_564,REQ_NONSELF_TARGET,0
EX1_564,REQ_MINION_TARGET,0
GVG_041,REQ_TARGET_IF_AVAILABLE,0
GVG_041,REQ_MINION_TARGET,0
EX1_622,REQ_TARGET_MIN_ATTACK,5
EX1_622,REQ_TARGET_TO_PLAY,0
EX1_622,REQ_MINION_TARGET,0
CFM_690,REQ_TARGET_TO_PLAY,0
EX1_302,REQ_TARGET_TO_PLAY,0
EX1_302,REQ_MINION_TARGET,0
CS2_049_H1,REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY,0
CS2_049_H1,REQ_NUM_MINION_SLOTS,1
BRMA09_2,REQ_NUM_MINION_SLOTS,1
KAR_075,REQ_TARGET_TO_PLAY,0
BRMA07_2_2_TB,REQ_MINIMUM_ENEMY_MINIONS,1
EX1_155,REQ_TARGET_TO_PLAY,0
EX1_155,REQ_MINION_TARGET,0
GVG_038,REQ_TARGET_TO_PLAY,0
EX1_046,REQ_TARGET_IF_AVAILABLE,0
EX1_046,REQ_MINION_TARGET,0
GVG_019,REQ_TARGET_TO_PLAY,0
GVG_019,REQ_MINION_TARGET,0
KAR_025,REQ_NUM_MINION_SLOTS,1
XXX_013,REQ_TARGET_TO_PLAY,0
XXX_013,REQ_HERO_TARGET,0
XXX_021,REQ_TARGET_TO_PLAY,0
PART_003,REQ_TARGET_TO_PLAY,0
PART_003,REQ_MINION_TARGET,0
KARA_09_07,REQ_TARGET_TO_PLAY,0
NEW1_008,REQ_TARGET_IF_AVAILABLE,0
AT_132_PRIEST,REQ_TARGET_TO_PLAY,0
EX1_241,REQ_TARGET_TO_PLAY,0
EX1_539,REQ_TARGET_TO_PLAY,0
EX1_596,REQ_TARGET_TO_PLAY,0
EX1_596,REQ_MINION_TARGET,0
GVG_010,REQ_TARGET_TO_PLAY,0
GVG_010,REQ_MINION_TARGET,0
EX1_360,REQ_TARGET_TO_PLAY,0
EX1_360,REQ_MINION_TARGET,0
PART_004,REQ_FRIENDLY_TARGET,0
PART_004,REQ_TARGET_TO_PLAY,0
PART_004,REQ_MINION_TARGET,0
CS2_034_H1,REQ_TARGET_TO_PLAY,0
EX1_144,REQ_FRIENDLY_TARGET,0
EX1_144,REQ_TARGET_TO_PLAY,0
EX1_144,REQ_MINION_TARGET,0
BRMA17_5H,REQ_NUM_MINION_SLOTS,1
CFM_067,REQ_TARGET_IF_AVAILABLE,0
CFM_067,REQ_MINION_TARGET,0
BRMA03_2,REQ_TARGET_TO_PLAY,0
NEW1_031,REQ_NUM_MINION_SLOTS,1
CS2_008,REQ_TARGET_TO_PLAY,0
BRMA01_2H_2_TB,REQ_NUM_MINION_SLOTS,1
BRMA09_4,REQ_NUM_MINION_SLOTS,1
NAX10_03H,REQ_TARGET_TO_PLAY,0
NAX10_03H,REQ_MINION_TARGET,0
TB_KTRAF_HP_KT_3,REQ_FRIENDLY_MINION_DIED_THIS_GAME,0
XXX_014,REQ_TARGET_TO_PLAY,0
XXX_014,REQ_HERO_TARGET,0
KAR_077,REQ_TARGET_TO_PLAY,0
KAR_077,REQ_MINION_TARGET,0
EX1_057,REQ_FRIENDLY_TARGET,0
EX1_057,REQ_TARGET_IF_AVAILABLE,0
EX1_057,REQ_NONSELF_TARGET,0
EX1_057,REQ_MINION_TARGET,0
PART_002,REQ_FRIENDLY_TARGET,0
PART_002,REQ_TARGET_TO_PLAY,0
PART_002,REQ_MINION_TARGET,0
DS1h_292_H1_AT_132,REQ_STEADY_SHOT,0
DS1h_292_H1_AT_132,REQ_MINION_OR_ENEMY_HERO,0
LOE_104,REQ_TARGET_TO_PLAY,0
LOE_104,REQ_MINION_TARGET,0
LOE_104,REQ_ENEMY_TARGET,0
GVG_108,REQ_FRIENDLY_TARGET,0
GVG_108,REQ_TARGET_IF_AVAILABLE,0
GVG_108,REQ_MINION_TARGET,0
NAX12_02,REQ_MINIMUM_ENEMY_MINIONS,1
EX1_408,REQ_TARGET_TO_PLAY,0
CFM_816,REQ_FRIENDLY_TARGET,0
CFM_816,REQ_TARGET_IF_AVAILABLE,0
CFM_816,REQ_TARGET_WITH_RACE,20
CFM_816,REQ_MINION_TARGET,0
CFM_660,REQ_FRIENDLY_TARGET,0
CFM_660,REQ_TARGET_IF_AVAILABLE,0
CFM_660,REQ_MINION_TARGET,0
CS2_004,REQ_TARGET_TO_PLAY,0
CS2_004,REQ_MINION_TARGET,0
CS2_104,REQ_DAMAGED_TARGET,0
CS2_104,REQ_TARGET_TO_PLAY,0
CS2_104,REQ_MINION_TARGET,0
AT_132_MAGE,REQ_TARGET_TO_PLAY,0
CS2_073,REQ_TARGET_TO_PLAY,0
CS2_073,REQ_MINION_TARGET,0
AT_106,REQ_TARGET_IF_AVAILABLE,0
AT_106,REQ_TARGET_WITH_RACE,15
AT_106,REQ_MINION_TARGET,0
CS1h_001_H1_AT_132,REQ_TARGET_TO_PLAY,0
OG_080e,REQ_FRIENDLY_TARGET,0
OG_080e,REQ_TARGET_TO_PLAY,0
OG_080e,REQ_MINION_TARGET,0
KAR_A10_22H,REQ_FRIENDLY_TARGET,0
KAR_A10_22H,REQ_TARGET_TO_PLAY,0
KAR_A10_22H,REQ_MINION_TARGET,0
CS2_089,REQ_TARGET_TO_PLAY,0
AT_056,REQ_TARGET_TO_PLAY,0
AT_056,REQ_MINION_TARGET,0
AT_040,REQ_FRIENDLY_TARGET,0
AT_040,REQ_TARGET_IF_AVAILABLE,0
AT_040,REQ_TARGET_WITH_RACE,20
AT_040,REQ_MINION_TARGET,0
PART_005,REQ_TARGET_TO_PLAY,0
PART_005,REQ_MINION_TARGET,0
AT_004,REQ_TARGET_TO_PLAY,0
AT_004,REQ_MINION_TARGET,0
CS2_189,REQ_TARGET_IF_AVAILABLE,0
CS2_189,REQ_NONSELF_TARGET,0
BRM_029,REQ_LEGENDARY_TARGET,0
BRM_029,REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,0
BRM_029,REQ_MINION_TARGET,0
CS2_114,REQ_MINIMUM_ENEMY_MINIONS,2
KAR_A02_13,REQ_FRIENDLY_TARGET,0
KAR_A02_13,REQ_NUM_MINION_SLOTS,1
KAR_A02_13,REQ_MINION_TARGET,0
CS2_024,REQ_TARGET_TO_PLAY,0
CS2_057,REQ_TARGET_TO_PLAY,0
CS2_057,REQ_MINION_TARGET,0
PART_006,REQ_TARGET_TO_PLAY,0
PART_006,REQ_MINION_TARGET,0
CS2_027,REQ_NUM_MINION_SLOTS,1
LOEA06_04,REQ_TARGET_TO_PLAY,0
EX1_617,REQ_MINIMUM_ENEMY_MINIONS,1
BRMA17_5_TB,REQ_NUM_MINION_SLOTS,1
EX1_049,REQ_FRIENDLY_TARGET,0
EX1_049,REQ_TARGET_IF_AVAILABLE,0
EX1_049,REQ_NONSELF_TARGET,0
EX1_049,REQ_MINION_TARGET,0
EX1_392,REQ_MINION_TARGET,0
EX1_173,REQ_TARGET_TO_PLAY,0
AT_037,REQ_TARGET_TO_PLAY,0
CFM_621t16,REQ_TARGET_TO_PLAY,0
DREAM_05,REQ_TARGET_TO_PLAY,0
DREAM_05,REQ_MINION_TARGET,0
LOE_105,REQ_TARGET_TO_PLAY,0
LOE_105,REQ_MINION_TARGET,0
TB_SPT_DPromoSpellPortal,REQ_TARGET_TO_PLAY,0
XXX_050,REQ_TARGET_TO_PLAY,0
XXX_050,REQ_HERO_TARGET,0
CFM_707,REQ_TARGET_IF_AVAILABLE,0
CS2_037,REQ_TARGET_TO_PLAY,0
CS2_037,REQ_ENEMY_TARGET,0
EX1_332,REQ_TARGET_TO_PLAY,0
EX1_332,REQ_MINION_TARGET,0
CS2_041,REQ_TARGET_TO_PLAY,0
CS2_041,REQ_MINION_TARGET,0
CFM_647,REQ_TARGET_TO_PLAY,0
TB_SPT_DPromoSpell1,REQ_TARGET_TO_PLAY,0
KAR_013,REQ_FRIENDLY_TARGET,0
KAR_013,REQ_TARGET_TO_PLAY,0
KAR_013,REQ_MINION_TARGET,0
CS2_084,REQ_TARGET_TO_PLAY,0
CS2_084,REQ_MINION_TARGET,0
EX1_334,REQ_TARGET_MAX_ATTACK,3
EX1_334,REQ_TARGET_TO_PLAY,0
EX1_334,REQ_NUM_MINION_SLOTS,1
EX1_334,REQ_MINION_TARGET,0
EX1_334,REQ_ENEMY_TARGET,0
CFM_021,REQ_TARGET_TO_PLAY,0
CFM_021,REQ_ENEMY_TARGET,0
NEW1_007b,REQ_TARGET_TO_PLAY,0
NEW1_007b,REQ_MINION_TARGET,0
BRM_017,REQ_FRIENDLY_MINION_DIED_THIS_GAME,0
BRM_017,REQ_NUM_MINION_SLOTS,1
XXX_008,REQ_TARGET_TO_PLAY,0
OG_282,REQ_TARGET_IF_AVAILABLE,0
OG_282,REQ_MINION_TARGET,0
OG_314,REQ_TARGET_TO_PLAY,0
OG_314,REQ_MINION_TARGET,0
NAX1h_01,REQ_NUM_MINION_SLOTS,1
XXX_102,REQ_TARGET_TO_PLAY,0
CS2_009,REQ_TARGET_TO_PLAY,0
CS2_009,REQ_MINION_TARGET,0
EX1_154,REQ_TARGET_TO_PLAY,0
EX1_154,REQ_MINION_TARGET,0
AT_069,REQ_TARGET_IF_AVAILABLE,0
AT_069,REQ_MINION_TARGET,0
NAX6_03,REQ_TARGET_TO_PLAY,0
NAX6_03,REQ_MINION_TARGET,0
NAX11_04,REQ_TARGET_TO_PLAY,0
NAX11_04,REQ_MINION_TARGET,0
EX1_011,REQ_TARGET_IF_AVAILABLE,0
BRMA01_2,REQ_NUM_MINION_SLOTS,1
DS1_070,REQ_FRIENDLY_TARGET,0
DS1_070,REQ_TARGET_IF_AVAILABLE,0
DS1_070,REQ_TARGET_WITH_RACE,20
OG_094,REQ_TARGET_TO_PLAY,0
OG_094,REQ_MINION_TARGET,0
OG_080d,REQ_TARGET_TO_PLAY,0
OG_080d,REQ_MINION_TARGET,0
EX1_238,REQ_TARGET_TO_PLAY,0
CFM_696,REQ_HERO_TARGET,0
OG_176,REQ_UNDAMAGED_TARGET,0
OG_176,REQ_TARGET_TO_PLAY,0
EX1_275,REQ_TARGET_TO_PLAY,0
EX1_275,REQ_MINION_TARGET,0
OG_080f,REQ_TARGET_TO_PLAY,0
CFM_626,REQ_FRIENDLY_TARGET,0
CFM_626,REQ_TARGET_IF_AVAILABLE,0
CFM_626,REQ_MINION_TARGET,0
LOE_079,REQ_FRIENDLY_TARGET,0
LOE_079,REQ_MINION_TARGET,0
CS2_103,REQ_FRIENDLY_TARGET,0
CS2_103,REQ_TARGET_TO_PLAY,0
CS2_103,REQ_MINION_TARGET,0
EX1_625t2,REQ_TARGET_TO_PLAY,0
BRMA16_4,REQ_ENEMY_WEAPON_EQUIPPED,0
XXX_010,REQ_TARGET_TO_PLAY,0
XXX_010,REQ_MINION_TARGET,0
XXX_010,REQ_HERO_TARGET,0
EX1_391,REQ_TARGET_TO_PLAY,0
EX1_391,REQ_MINION_TARGET,0
BRMA02_2H,REQ_NUM_MINION_SLOTS,1
CS2_203,REQ_TARGET_IF_AVAILABLE,0
CS2_203,REQ_MINION_TARGET,0
TB_SPT_DPromoSpell2,REQ_NUM_MINION_SLOTS,1
CS1_113,REQ_TARGET_TO_PLAY,0
CS1_113,REQ_NUM_MINION_SLOTS,1
CS1_113,REQ_MINION_TARGET,0
CS1_113,REQ_ENEMY_TARGET,0
OG_198,REQ_TARGET_TO_PLAY,0
GVG_083,REQ_FRIENDLY_TARGET,0
GVG_083,REQ_TARGET_IF_AVAILABLE,0
GVG_083,REQ_TARGET_WITH_RACE,17
GVG_083,REQ_MINION_TARGET,0
NAX7_03,REQ_TARGET_TO_PLAY,0
BRMA08_3,REQ_TARGET_TO_PLAY,0
BRMA08_3,REQ_MINION_TARGET,0
CFM_621t25,REQ_TARGET_TO_PLAY,0
EX1_309,REQ_TARGET_TO_PLAY,0
EX1_309,REQ_MINION_TARGET,0
PRO_001c,REQ_NUM_MINION_SLOTS,1
BRM_013,REQ_TARGET_TO_PLAY,0
TB_BRMA01_2H_2,REQ_NUM_MINION_SLOTS,1
BRMA01_2H,REQ_NUM_MINION_SLOTS,1
CS2_076,REQ_TARGET_TO_PLAY,0
CS2_076,REQ_MINION_TARGET,0
CS2_076,REQ_ENEMY_TARGET,0
PART_007,REQ_TARGET_TO_PLAY,0
PART_007,REQ_MINION_TARGET,0
BRM_034,REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,0
CS2_072,REQ_UNDAMAGED_TARGET,0
CS2_072,REQ_TARGET_TO_PLAY,0
CS2_072,REQ_MINION_TARGET,0
KAR_A10_33,REQ_MINIMUM_ENEMY_MINIONS,1
NAX12_02H_2_TB,REQ_MINIMUM_ENEMY_MINIONS,1
OG_174,REQ_FRIENDLY_TARGET,0
OG_174,REQ_TARGET_IF_AVAILABLE,0
OG_174,REQ_MINION_TARGET,0
NAX7_03H,REQ_TARGET_TO_PLAY,0
XXX_055,REQ_TARGET_TO_PLAY,0
XXX_055,REQ_MINION_TARGET,0
XXX_020,REQ_TARGET_TO_PLAY,0
AT_055,REQ_TARGET_TO_PLAY,0
NEW1_003,REQ_TARGET_TO_PLAY,0
NEW1_003,REQ_TARGET_WITH_RACE,15
CFM_672,REQ_FRIENDLY_TARGET,0
CFM_672,REQ_TARGET_IF_AVAILABLE,0
CFM_672,REQ_MINION_TARGET,0
CFM_693,REQ_FRIENDLY_TARGET,0
CFM_693,REQ_TARGET_FOR_COMBO,0
CFM_693,REQ_MINION_TARGET,0
CFM_604,REQ_FRIENDLY_TARGET,0
CFM_604,REQ_TARGET_TO_PLAY,0
GVG_045,REQ_TARGET_TO_PLAY,0
GVG_045,REQ_MINION_TARGET,0
EX1_587,REQ_FRIENDLY_TARGET,0
EX1_587,REQ_TARGET_IF_AVAILABLE,0
EX1_587,REQ_MINION_TARGET,0
CS2_042,REQ_TARGET_IF_AVAILABLE,0
KAR_092,REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS,1
LOEA07_28,REQ_TARGET_TO_PLAY,0
EX1_tk33,REQ_NUM_MINION_SLOTS,1
DS1h_292,REQ_STEADY_SHOT,0
DS1h_292,REQ_MINION_OR_ENEMY_HERO,0
EX1_607,REQ_TARGET_TO_PLAY,0
EX1_607,REQ_MINION_TARGET,0
NAX1_04,REQ_NUM_MINION_SLOTS,1
XXX_005,REQ_TARGET_TO_PLAY,0
OG_081,REQ_TARGET_TO_PLAY,0
OG_081,REQ_MINION_TARGET,0
OG_081,REQ_FROZEN_TARGET,0
EX1_154a,REQ_TARGET_TO_PLAY,0
EX1_154a,REQ_MINION_TARGET,0
KAR_A02_13H,REQ_FRIENDLY_TARGET,0
KAR_A02_13H,REQ_NUM_MINION_SLOTS,1
KAR_A02_13H,REQ_MINION_TARGET,0
EX1_091,REQ_TARGET_MAX_ATTACK,2
EX1_091,REQ_TARGET_IF_AVAILABLE,0
EX1_091,REQ_MINION_TARGET,0
EX1_091,REQ_ENEMY_TARGET,0
LOE_002t,REQ_TARGET_TO_PLAY,0
GVG_012,REQ_TARGET_TO_PLAY,0
BRM_003,REQ_TARGET_TO_PLAY,0
AT_001,REQ_TARGET_TO_PLAY,0
AT_001,REQ_MINION_TARGET,0
KAR_041,REQ_TARGET_IF_AVAILABLE,0
KAR_041,REQ_MINION_TARGET,0
CS2_074,REQ_WEAPON_EQUIPPED,0
GVG_011,REQ_TARGET_IF_AVAILABLE,0
GVG_011,REQ_MINION_TARGET,0
CFM_061,REQ_TARGET_TO_PLAY,0
AT_132_HUNTER,REQ_STEADY_SHOT,0
AT_132_HUNTER,REQ_MINION_OR_ENEMY_HERO,0
GVG_047,REQ_MINION_TARGET,0
GVG_047,REQ_ENEMY_TARGET,0
EX1_278,REQ_TARGET_TO_PLAY,0
CS2_012,REQ_TARGET_TO_PLAY,0
CS2_012,REQ_ENEMY_TARGET,0
EX1_578,REQ_TARGET_TO_PLAY,0
EX1_578,REQ_MINION_TARGET,0
KARA_00_10,REQ_SECRET_CAP_FOR_NON_SECRET,0
KARA_13_11,REQ_MINIMUM_ENEMY_MINIONS,2
GVG_120,REQ_TARGET_IF_AVAILABLE,0
GVG_120,REQ_TARGET_WITH_RACE,20
LOEA02_10a,REQ_NUM_MINION_SLOTS,1
CS1_130,REQ_TARGET_TO_PLAY,0
AT_025,REQ_MINIMUM_ENEMY_MINIONS,2
CS2_061,REQ_TARGET_TO_PLAY,0
AT_084,REQ_FRIENDLY_TARGET,0
AT_084,REQ_TARGET_IF_AVAILABLE,0
AT_084,REQ_MINION_TARGET,0
BRMA16_3,REQ_WEAPON_EQUIPPED,0
BRMA16_3,REQ_TARGET_TO_PLAY,0
BRMA16_3,REQ_MINION_TARGET,0
EX1_624,REQ_TARGET_TO_PLAY,0
AT_044,REQ_TARGET_TO_PLAY,0
AT_044,REQ_MINION_TARGET,0
AT_132_SHAMAN,REQ_NUM_MINION_SLOTS,1
CS2_031,REQ_TARGET_TO_PLAY,0
